Region,Date,Temperature_C,Precipitation_mm,Humidity_percent,Min_Temperature_C,Max_Temperature_C,Wind_Speed_kmh,Atmospheric_Pressure_hPa,Heat_Index_C,Year,Month,Day,DayOfYear,Temperature_Range,Comfort_Index,Season,Weather_Severity,Pressure_Category
Telangana,2024-06-20,40.4,0.9,20.9,36.7,46.8,18.7,939.8,40.4,2024,6,20,172,10.099999999999994,0,Summer,2,Low
Tripura,2024-06-20,43.6,0.6,44.2,36.5,49.4,12.2,997.8,43.6,2024,6,20,172,12.899999999999999,0,Summer,2,Low
Uttar Pradesh,2024-06-20,48.5,1.5,45.6,44.7,52.1,22.7,993.4,48.5,2024,6,20,172,7.399999999999999,0,Summer,2,Low
Uttarakhand,2024-06-20,31.3,0.0,45.3,25.4,36.9,43.1,854.6,32.2,2024,6,20,172,11.5,0,Summer,1,Low
West Bengal,2024-06-20,39.1,0.1,63.1,35.3,43.1,16.9,1015.2,39.1,2024,6,20,172,7.800000000000004,0,Summer,1,Normal
Andaman and Nicobar Islands,2024-06-20,31.2,0.0,91.4,28.2,31.2,28.5,1000.6,35.22,2024,6,20,172,3.0,0,Summer,0,Normal
Chandigarh,2024-06-20,43.5,0.0,25.9,35.7,52.5,14.3,979.8,43.5,2024,6,20,172,16.799999999999997,0,Summer,2,Low
Dadra and Nagar Haveli and Daman and Diu,2024-06-20,42.2,0.0,72.4,37.4,47.4,25.6,1003.7,42.2,2024,6,20,172,10.0,0,Summer,2,Normal
Delhi,2024-06-20,51.1,13.8,15.0,45.7,55.8,24.4,993.2,51.1,2024,6,20,172,10.099999999999994,0,Summer,2,Low
Jammu and Kashmir,2024-06-20,26.3,16.4,53.1,17.9,33.2,32.7,850.0,26.3,2024,6,20,172,15.300000000000004,1,Summer,1,Low
Ladakh,2024-06-20,18.0,0.9,15.0,3.5,33.7,23.4,850.0,18.0,2024,6,20,172,30.200000000000003,0,Summer,0,Low
Lakshadweep,2024-06-20,29.0,0.0,73.0,23.4,35.2,34.8,1004.8,33.3,2024,6,20,172,11.800000000000004,0,Summer,1,Normal
Puducherry,2024-06-20,39.7,3.0,84.9,37.4,45.1,30.6,1006.1,39.7,2024,6,20,172,7.700000000000003,0,Summer,2,Normal
Andhra Pradesh,2024-06-21,39.6,1.0,49.8,33.4,44.8,25.7,1008.7,39.6,2024,6,21,173,11.399999999999999,0,Summer,1,Normal
Arunachal Pradesh,2024-06-21,24.8,0.8,51.5,16.3,31.2,36.0,850.0,24.8,2024,6,21,173,14.899999999999999,1,Summer,1,Low
Assam,2024-06-21,48.1,6.9,40.5,42.4,52.7,0.0,996.0,48.1,2024,6,21,173,10.300000000000004,0,Summer,2,Low
Bihar,2024-06-21,51.3,0.7,32.5,44.1,60.0,51.1,1003.7,51.3,2024,6,21,173,15.899999999999999,0,Summer,3,Normal
Chhattisgarh,2024-06-21,46.0,0.0,32.6,39.2,56.1,20.6,992.6,46.0,2024,6,21,173,16.9,0,Summer,2,Low
Goa,2024-06-21,38.8,0.8,81.5,33.0,43.6,25.4,1008.0,38.8,2024,6,21,173,10.600000000000001,0,Summer,1,Normal
Gujarat,2024-06-21,49.8,0.2,15.0,36.4,59.6,24.1,987.2,49.8,2024,6,21,173,23.200000000000003,0,Summer,2,Low
Haryana,2024-06-21,58.3,6.6,15.0,51.0,63.6,49.3,976.5,58.3,2024,6,21,173,12.600000000000001,0,Summer,3,Low
Himachal Pradesh,2024-06-21,30.1,1.5,45.2,24.4,35.8,48.9,850.0,30.5,2024,6,21,173,11.399999999999999,0,Summer,1,Low
Jharkhand,2024-06-21,41.2,1.2,51.7,37.0,44.2,9.9,980.8,41.2,2024,6,21,173,7.200000000000003,0,Summer,2,Low
Karnataka,2024-06-21,34.4,0.3,51.8,31.6,37.9,21.7,922.7,34.4,2024,6,21,173,6.299999999999997,0,Summer,0,Low
Kerala,2024-06-21,35.7,0.0,82.5,32.4,35.9,28.9,1011.1,35.7,2024,6,21,173,3.5,0,Summer,1,Normal
Madhya Pradesh,2024-06-21,45.5,0.0,15.0,38.2,53.9,14.4,960.3,45.5,2024,6,21,173,15.699999999999996,0,Summer,2,Low
Maharashtra,2024-06-21,43.5,0.0,20.0,39.1,49.1,28.1,946.7,43.5,2024,6,21,173,10.0,0,Summer,2,Low
Manipur,2024-06-21,33.7,0.0,56.9,27.7,42.1,11.3,911.9,33.7,2024,6,21,173,14.400000000000002,0,Summer,0,Low
Meghalaya,2024-06-21,31.3,0.3,57.7,26.7,33.2,19.7,874.4,34.8,2024,6,21,173,6.5000000000000036,0,Summer,0,Low
Mizoram,2024-06-21,36.3,1.1,51.3,33.5,40.2,23.7,894.8,36.3,2024,6,21,173,6.700000000000003,0,Summer,1,Low
Nagaland,2024-06-21,37.0,0.0,57.1,29.9,44.5,16.0,859.9,37.0,2024,6,21,173,14.600000000000001,0,Summer,1,Low
Odisha,2024-06-21,42.8,0.0,49.5,35.8,51.9,18.4,984.0,42.8,2024,6,21,173,16.1,0,Summer,2,Low
Punjab,2024-06-21,49.1,0.0,22.9,42.9,51.0,16.5,997.4,49.1,2024,6,21,173,8.100000000000001,0,Summer,2,Low
Rajasthan,2024-06-21,56.5,1.2,15.0,42.3,65.0,20.1,963.3,56.5,2024,6,21,173,22.700000000000003,0,Summer,2,Low
Sikkim,2024-06-21,23.8,0.0,55.9,15.2,29.9,37.3,850.0,23.8,2024,6,21,173,14.7,1,Summer,1,Low
Tamil Nadu,2024-06-21,40.3,0.0,75.6,38.2,44.3,34.8,1002.2,40.3,2024,6,21,173,6.099999999999994,0,Summer,3,Normal
Telangana,2024-06-21,47.0,0.5,16.1,41.0,54.0,7.9,952.8,47.0,2024,6,21,173,13.0,0,Summer,2,Low
Tripura,2024-06-21,42.6,0.8,38.2,38.0,48.5,18.5,997.4,42.6,2024,6,21,173,10.5,0,Summer,2,Low
Uttar Pradesh,2024-06-21,52.5,0.2,37.7,49.1,55.6,27.7,993.3,52.5,2024,6,21,173,6.5,0,Summer,2,Low
Uttarakhand,2024-06-21,31.0,1.6,33.1,21.2,44.1,39.0,855.0,31.0,2024,6,21,173,22.900000000000002,0,Summer,1,Low
West Bengal,2024-06-21,38.4,0.0,56.3,32.8,43.2,19.8,1023.0,38.4,2024,6,21,173,10.400000000000006,0,Summer,1,High
Andaman and Nicobar Islands,2024-06-21,25.1,0.8,96.6,22.7,25.9,40.4,999.3,25.1,2024,6,21,173,3.1999999999999993,0,Summer,1,Low
Chandigarh,2024-06-21,47.7,0.6,26.9,38.6,56.1,16.4,971.5,47.7,2024,6,21,173,17.5,0,Summer,2,Low
Dadra and Nagar Haveli and Daman and Diu,2024-06-21,41.5,1.2,78.2,38.8,45.4,25.9,1013.3,41.5,2024,6,21,173,6.600000000000001,0,Summer,2,Normal
Delhi,2024-06-21,47.9,0.0,23.3,40.6,54.0,25.5,986.2,47.9,2024,6,21,173,13.399999999999999,0,Summer,2,Low
Jammu and Kashmir,2024-06-21,34.7,0.7,42.6,27.4,40.1,48.2,850.0,37.5,2024,6,21,173,12.700000000000003,0,Summer,1,Low
Ladakh,2024-06-21,18.6,0.0,15.0,8.7,25.7,27.4,850.0,18.6,2024,6,21,173,17.0,0,Summer,0,Low
Lakshadweep,2024-06-21,30.0,0.2,87.9,30.0,30.7,38.4,1012.2,34.4,2024,6,21,173,0.6999999999999993,0,Summer,1,Normal
Puducherry,2024-06-21,39.2,0.0,75.8,36.2,42.2,26.1,1023.3,39.2,2024,6,21,173,6.0,0,Summer,1,High
Andhra Pradesh,2024-06-22,43.3,0.8,42.2,38.4,53.6,19.7,1006.8,43.3,2024,6,22,174,15.200000000000003,0,Summer,2,Normal
Arunachal Pradesh,2024-06-22,20.6,0.0,43.7,16.0,26.8,29.8,850.0,20.6,2024,6,22,174,10.8,1,Summer,0,Low
Assam,2024-06-22,40.8,0.0,49.4,35.6,43.0,9.0,1001.1,40.8,2024,6,22,174,7.399999999999999,0,Summer,2,Normal
Bihar,2024-06-22,52.5,0.0,50.1,46.7,56.3,60.4,1007.4,52.5,2024,6,22,174,9.599999999999994,0,Summer,3,Normal
Chhattisgarh,2024-06-22,46.2,0.6,15.1,38.0,56.4,20.2,974.2,46.2,2024,6,22,174,18.4,0,Summer,2,Low
Goa,2024-06-22,34.3,0.3,83.3,29.2,38.3,23.1,1021.6,34.82999999999999,2024,6,22,174,9.099999999999998,0,Summer,0,High
Gujarat,2024-06-22,54.0,0.0,15.0,42.2,65.0,13.2,1004.6,54.0,2024,6,22,174,22.799999999999997,0,Summer,2,Normal
Haryana,2024-06-22,47.1,2.4,15.0,43.2,48.4,21.8,979.7,47.1,2024,6,22,174,5.199999999999996,0,Summer,2,Low
Himachal Pradesh,2024-06-22,27.0,2.3,46.1,21.5,35.5,36.8,850.0,27.2,2024,6,22,174,14.0,1,Summer,1,Low
Jharkhand,2024-06-22,43.7,0.8,43.6,36.6,50.6,14.3,989.3,43.7,2024,6,22,174,14.0,0,Summer,2,Low
Karnataka,2024-06-22,35.2,0.6,46.0,30.6,39.9,26.7,922.2,39.7,2024,6,22,174,9.299999999999997,0,Summer,1,Low
Kerala,2024-06-22,42.6,0.0,70.5,40.2,46.0,30.4,1019.1,42.6,2024,6,22,174,5.799999999999997,0,Summer,3,Normal
Madhya Pradesh,2024-06-22,51.4,0.0,37.8,43.3,59.9,23.5,958.0,51.4,2024,6,22,174,16.6,0,Summer,2,Low
Maharashtra,2024-06-22,39.7,0.0,29.8,35.0,46.7,19.6,953.8,39.7,2024,6,22,174,11.700000000000003,0,Summer,1,Low
Manipur,2024-06-22,33.8,1.0,52.1,27.0,38.7,17.7,916.9,38.6,2024,6,22,174,11.700000000000003,0,Summer,0,Low
Meghalaya,2024-06-22,33.1,0.0,61.4,29.4,37.2,12.6,866.8,33.1,2024,6,22,174,7.800000000000004,0,Summer,0,Low
Mizoram,2024-06-22,37.0,3.5,59.1,30.1,45.3,18.2,889.1,37.0,2024,6,22,174,15.199999999999996,0,Summer,1,Low
Nagaland,2024-06-22,33.7,2.3,58.0,23.7,39.2,16.3,866.1,33.7,2024,6,22,174,15.500000000000004,0,Summer,0,Low
Odisha,2024-06-22,45.9,0.0,54.8,38.3,54.7,31.0,1003.7,45.9,2024,6,22,174,16.400000000000006,0,Summer,3,Normal
Punjab,2024-06-22,51.3,1.3,15.0,47.0,53.2,15.5,982.2,51.3,2024,6,22,174,6.200000000000003,0,Summer,2,Low
Rajasthan,2024-06-22,60.0,0.0,15.0,55.0,65.0,28.3,986.5,63.5,2024,6,22,174,10.0,0,Summer,2,Low
Sikkim,2024-06-22,24.4,0.0,49.3,19.0,35.4,36.1,850.0,24.4,2024,6,22,174,16.4,1,Summer,1,Low
Tamil Nadu,2024-06-22,46.9,1.0,72.9,40.7,49.1,32.3,1007.5,46.9,2024,6,22,174,8.399999999999999,0,Summer,3,Normal
Telangana,2024-06-22,39.4,0.4,27.9,31.1,47.9,14.7,958.7,39.4,2024,6,22,174,16.799999999999997,0,Summer,1,Low
Tripura,2024-06-22,45.7,0.0,62.4,38.1,51.8,23.2,1007.4,45.7,2024,6,22,174,13.699999999999996,0,Summer,2,Normal
Uttar Pradesh,2024-06-22,49.8,0.0,32.6,41.2,56.7,26.9,996.3,49.8,2024,6,22,174,15.5,0,Summer,2,Low
Uttarakhand,2024-06-22,29.3,1.7,43.5,24.1,32.7,35.7,860.6,29.3,2024,6,22,174,8.600000000000001,0,Summer,1,Low
West Bengal,2024-06-22,39.7,0.0,78.6,33.8,42.2,24.8,1007.6,39.7,2024,6,22,174,8.400000000000006,0,Summer,1,Normal
Andaman and Nicobar Islands,2024-06-22,30.8,0.0,91.4,26.3,31.7,34.7,1000.4,34.98,2024,6,22,174,5.399999999999999,0,Summer,1,Normal
Chandigarh,2024-06-22,44.9,0.9,32.1,39.8,51.2,22.8,970.2,44.9,2024,6,22,174,11.400000000000006,0,Summer,2,Low
Dadra and Nagar Haveli and Daman and Diu,2024-06-22,40.0,1.5,75.7,37.3,43.6,25.1,1007.5,40.0,2024,6,22,174,6.300000000000004,0,Summer,1,Normal
Delhi,2024-06-22,48.6,2.2,15.0,40.6,53.9,45.3,990.5,48.6,2024,6,22,174,13.299999999999997,0,Summer,3,Low
Jammu and Kashmir,2024-06-22,28.9,0.0,35.4,24.6,32.5,36.5,850.0,28.9,2024,6,22,174,7.899999999999999,0,Summer,1,Low
Ladakh,2024-06-22,20.3,0.4,15.0,14.6,25.2,21.9,850.0,20.3,2024,6,22,174,10.6,0,Summer,0,Low
Lakshadweep,2024-06-22,31.7,0.0,93.9,29.2,35.0,30.7,1011.2,36.21444444444445,2024,6,22,174,5.800000000000001,0,Summer,1,Normal
Puducherry,2024-06-22,37.5,0.0,95.5,33.9,41.5,26.1,1011.8,40.138888888888886,2024,6,22,174,7.600000000000001,0,Summer,2,Normal
Andhra Pradesh,2024-06-23,38.0,0.0,50.4,31.2,40.3,22.4,992.5,38.0,2024,6,23,175,9.099999999999998,0,Summer,1,Low
Arunachal Pradesh,2024-06-23,20.9,1.7,43.8,17.1,26.1,41.8,850.0,20.9,2024,6,23,175,9.0,1,Summer,1,Low
Assam,2024-06-23,44.7,0.0,45.9,40.7,48.0,6.4,994.7,44.7,2024,6,23,175,7.299999999999997,0,Summer,2,Low
Bihar,2024-06-23,49.6,3.8,38.5,45.1,54.5,56.6,992.2,49.6,2024,6,23,175,9.399999999999999,0,Summer,3,Low
Chhattisgarh,2024-06-23,48.1,0.0,42.5,43.0,55.7,15.6,974.0,48.1,2024,6,23,175,12.700000000000003,0,Summer,2,Low
Goa,2024-06-23,36.5,1.0,84.3,36.5,40.1,31.1,1016.0,36.5,2024,6,23,175,3.6000000000000014,0,Summer,2,Normal
Gujarat,2024-06-23,51.5,0.0,15.0,39.5,62.4,28.3,998.0,51.5,2024,6,23,175,22.9,0,Summer,2,Low
Haryana,2024-06-23,54.9,0.0,15.0,49.8,64.2,27.1,989.2,54.9,2024,6,23,175,14.400000000000006,0,Summer,2,Low
Himachal Pradesh,2024-06-23,23.5,0.0,34.8,16.0,31.7,32.2,850.0,23.5,2024,6,23,175,15.7,0,Summer,1,Low
Jharkhand,2024-06-23,38.3,0.4,46.5,35.2,46.0,14.6,989.2,38.3,2024,6,23,175,10.799999999999997,0,Summer,1,Low
Karnataka,2024-06-23,37.0,4.4,39.1,29.3,45.3,25.0,917.9,37.0,2024,6,23,175,15.999999999999996,0,Summer,1,Low
Kerala,2024-06-23,36.3,0.0,83.7,31.3,40.6,29.3,1005.4,36.3,2024,6,23,175,9.3,0,Summer,1,Normal
Madhya Pradesh,2024-06-23,49.0,0.0,33.0,44.6,54.5,10.9,970.3,49.0,2024,6,23,175,9.899999999999999,0,Summer,2,Low
Maharashtra,2024-06-23,39.6,0.0,36.1,29.1,46.7,23.5,931.2,39.6,2024,6,23,175,17.6,0,Summer,1,Low
Manipur,2024-06-23,36.7,3.5,53.0,30.3,45.0,13.6,912.2,36.7,2024,6,23,175,14.7,0,Summer,1,Low
Meghalaya,2024-06-23,33.1,0.0,55.5,24.4,41.7,16.6,875.5,38.1,2024,6,23,175,17.300000000000004,0,Summer,0,Low
Mizoram,2024-06-23,40.5,0.5,60.5,33.2,47.4,11.1,897.0,40.5,2024,6,23,175,14.199999999999996,0,Summer,2,Low
Nagaland,2024-06-23,35.3,0.0,44.5,32.3,37.9,15.2,877.0,39.2,2024,6,23,175,5.600000000000001,0,Summer,1,Low
Odisha,2024-06-23,42.8,0.0,59.8,37.6,48.8,17.9,1014.3,42.8,2024,6,23,175,11.199999999999996,0,Summer,2,Normal
Punjab,2024-06-23,51.0,0.6,25.2,45.4,54.1,13.6,986.7,51.0,2024,6,23,175,8.700000000000003,0,Summer,2,Low
Rajasthan,2024-06-23,60.0,1.7,15.0,55.0,65.0,22.4,982.3,64.6,2024,6,23,175,10.0,0,Summer,2,Low
Sikkim,2024-06-23,22.4,1.0,46.1,13.8,33.5,40.6,850.0,22.4,2024,6,23,175,19.7,1,Summer,1,Low
Tamil Nadu,2024-06-23,45.2,0.0,76.8,43.8,46.9,20.9,1006.5,45.2,2024,6,23,175,3.1000000000000014,0,Summer,2,Normal
Telangana,2024-06-23,42.9,0.6,28.8,39.0,46.9,12.0,960.3,42.9,2024,6,23,175,7.899999999999999,0,Summer,2,Low
Tripura,2024-06-23,42.3,0.0,52.1,34.7,50.8,13.3,1009.4,42.3,2024,6,23,175,16.099999999999994,0,Summer,2,Normal
Uttar Pradesh,2024-06-23,50.5,0.4,36.7,48.5,54.3,44.6,994.6,50.5,2024,6,23,175,5.799999999999997,0,Summer,3,Low
Uttarakhand,2024-06-23,33.2,0.0,42.5,21.4,43.4,38.3,850.7,34.7,2024,6,23,175,22.0,0,Summer,1,Low
West Bengal,2024-06-23,34.0,1.3,53.1,23.2,42.6,20.8,1014.4,34.0,2024,6,23,175,19.400000000000002,0,Summer,0,Normal
Andaman and Nicobar Islands,2024-06-23,37.6,1.5,90.0,35.0,42.1,31.6,997.2,38.67111111111112,2024,6,23,175,7.100000000000001,0,Summer,2,Low
Chandigarh,2024-06-23,46.6,3.0,25.2,38.9,50.8,12.0,974.1,46.6,2024,6,23,175,11.899999999999999,0,Summer,2,Low
Dadra and Nagar Haveli and Daman and Diu,2024-06-23,41.6,0.0,78.9,37.3,44.3,21.0,1012.7,41.6,2024,6,23,175,7.0,0,Summer,2,Normal
Delhi,2024-06-23,52.2,0.4,16.6,49.3,58.0,29.2,979.9,52.2,2024,6,23,175,8.700000000000003,0,Summer,2,Low
Jammu and Kashmir,2024-06-23,22.7,0.8,41.7,14.5,29.4,41.8,850.0,22.7,2024,6,23,175,14.899999999999999,1,Summer,1,Low
Ladakh,2024-06-23,16.9,1.9,15.0,8.6,24.1,30.2,850.0,16.9,2024,6,23,175,15.500000000000002,0,Summer,1,Low
Lakshadweep,2024-06-23,31.0,0.5,98.0,25.6,34.4,28.7,1008.3,36.93333333333334,2024,6,23,175,8.799999999999997,0,Summer,0,Normal
Puducherry,2024-06-23,37.9,0.9,78.5,34.5,44.2,25.2,998.8,37.9,2024,6,23,175,9.700000000000003,0,Summer,1,Low
Andhra Pradesh,2024-06-24,42.7,1.1,46.8,37.0,47.2,21.7,999.3,42.7,2024,6,24,176,10.200000000000003,0,Summer,2,Low
Arunachal Pradesh,2024-06-24,22.6,0.4,36.1,13.5,29.7,44.4,850.0,22.6,2024,6,24,176,16.2,0,Summer,1,Low
Assam,2024-06-24,47.3,10.0,29.6,44.9,52.6,15.1,996.3,47.3,2024,6,24,176,7.700000000000003,0,Summer,2,Low
Bihar,2024-06-24,53.4,0.0,33.0,47.1,58.0,25.4,1007.7,53.4,2024,6,24,176,10.899999999999999,0,Summer,2,Normal
Chhattisgarh,2024-06-24,47.4,0.0,41.1,39.3,57.5,13.0,974.8,47.4,2024,6,24,176,18.200000000000003,0,Summer,2,Low
Goa,2024-06-24,36.6,11.3,77.7,32.6,42.0,31.1,1007.6,36.6,2024,6,24,176,9.399999999999999,0,Summer,2,Normal
Gujarat,2024-06-24,51.6,0.0,15.0,40.1,61.8,27.5,1004.1,51.6,2024,6,24,176,21.699999999999996,0,Summer,2,Normal
Haryana,2024-06-24,54.3,0.0,15.0,47.9,62.1,50.1,982.4,54.3,2024,6,24,176,14.200000000000003,0,Summer,3,Low
Himachal Pradesh,2024-06-24,26.9,0.1,38.7,24.8,32.3,44.1,850.0,26.9,2024,6,24,176,7.4999999999999964,0,Summer,1,Low
Jharkhand,2024-06-24,46.0,0.0,53.0,42.3,52.0,7.1,980.3,46.0,2024,6,24,176,9.700000000000003,0,Summer,2,Low
Karnataka,2024-06-24,35.6,0.0,56.3,31.2,43.5,21.1,921.3,35.6,2024,6,24,176,12.3,0,Summer,1,Low
Kerala,2024-06-24,42.1,0.6,52.8,38.1,43.4,30.9,999.4,42.1,2024,6,24,176,5.299999999999997,0,Summer,3,Low
Madhya Pradesh,2024-06-24,43.2,0.2,34.8,37.0,51.4,15.2,964.4,43.2,2024,6,24,176,14.399999999999999,0,Summer,2,Low
Maharashtra,2024-06-24,39.3,0.0,32.8,37.9,44.0,17.1,948.2,39.3,2024,6,24,176,6.100000000000001,0,Summer,1,Low
Manipur,2024-06-24,37.5,0.0,59.5,26.9,47.1,15.0,909.6,37.5,2024,6,24,176,20.200000000000003,0,Summer,1,Low
Meghalaya,2024-06-24,29.4,19.3,49.3,19.8,37.1,18.2,858.7,30.2,2024,6,24,176,17.3,0,Summer,0,Low
Mizoram,2024-06-24,36.6,1.1,47.3,33.0,41.6,17.2,903.9,36.6,2024,6,24,176,8.600000000000001,0,Summer,1,Low
Nagaland,2024-06-24,33.4,0.0,46.3,26.9,41.0,15.4,873.2,36.1,2024,6,24,176,14.100000000000001,0,Summer,0,Low
Odisha,2024-06-24,41.8,0.8,50.0,38.0,47.8,26.7,1003.0,41.8,2024,6,24,176,9.799999999999997,0,Summer,2,Normal
Punjab,2024-06-24,49.5,0.8,35.9,42.4,55.7,20.8,963.0,49.5,2024,6,24,176,13.300000000000004,0,Summer,2,Low
Rajasthan,2024-06-24,54.7,0.4,15.0,49.3,61.5,15.6,987.4,54.7,2024,6,24,176,12.200000000000003,0,Summer,2,Low
Sikkim,2024-06-24,23.4,0.2,48.8,14.4,33.6,34.0,850.0,23.4,2024,6,24,176,19.200000000000003,1,Summer,1,Low
Tamil Nadu,2024-06-24,41.5,1.7,56.8,38.1,43.7,25.5,997.8,41.5,2024,6,24,176,5.600000000000001,0,Summer,2,Low
Telangana,2024-06-24,41.8,0.6,21.2,41.4,45.8,11.4,965.1,41.8,2024,6,24,176,4.399999999999999,0,Summer,2,Low
Tripura,2024-06-24,47.5,0.5,39.8,39.8,55.6,14.1,997.9,47.5,2024,6,24,176,15.800000000000004,0,Summer,2,Low
Uttar Pradesh,2024-06-24,45.9,1.1,28.2,37.3,49.7,24.0,993.7,45.9,2024,6,24,176,12.400000000000006,0,Summer,2,Low
Uttarakhand,2024-06-24,32.3,0.0,52.8,22.6,41.5,36.9,872.7,35.7,2024,6,24,176,18.9,0,Summer,1,Low
West Bengal,2024-06-24,36.4,0.0,56.4,26.2,43.8,18.3,1015.9,36.4,2024,6,24,176,17.599999999999998,0,Summer,1,Normal
Andaman and Nicobar Islands,2024-06-24,32.9,0.5,89.1,28.7,36.7,36.2,998.7,35.60111111111111,2024,6,24,176,8.000000000000004,0,Summer,1,Low
Chandigarh,2024-06-24,42.0,0.0,47.2,36.7,46.7,23.7,961.0,42.0,2024,6,24,176,10.0,0,Summer,2,Low
Dadra and Nagar Haveli and Daman and Diu,2024-06-24,36.4,0.0,78.4,36.4,37.6,25.3,1008.2,36.4,2024,6,24,176,1.2000000000000028,0,Summer,1,Normal
Delhi,2024-06-24,55.4,0.0,20.0,50.8,59.3,49.5,993.9,55.4,2024,6,24,176,8.5,0,Summer,3,Low
Jammu and Kashmir,2024-06-24,30.3,0.0,37.6,19.9,42.7,41.3,850.0,30.3,2024,6,24,176,22.800000000000004,0,Summer,1,Low
Ladakh,2024-06-24,18.0,0.0,15.0,14.8,21.0,17.9,850.0,18.0,2024,6,24,176,6.199999999999999,0,Summer,0,Low
Lakshadweep,2024-06-24,24.6,0.2,95.7,22.5,30.3,37.1,1009.3,24.6,2024,6,24,176,7.800000000000001,0,Summer,1,Normal
Puducherry,2024-06-24,39.2,0.0,68.9,31.6,42.7,24.7,1016.2,39.2,2024,6,24,176,11.100000000000001,0,Summer,1,Normal
Andhra Pradesh,2024-06-25,38.1,0.5,67.7,32.2,42.9,13.2,995.2,38.1,2024,6,25,177,10.699999999999996,0,Summer,1,Low
Arunachal Pradesh,2024-06-25,22.7,0.0,54.2,17.1,29.8,38.9,850.0,22.7,2024,6,25,177,12.7,1,Summer,1,Low
Assam,2024-06-25,41.5,0.0,56.7,31.2,49.5,11.8,1012.9,41.5,2024,6,25,177,18.3,0,Summer,2,Normal
Bihar,2024-06-25,51.1,1.3,44.9,50.8,53.6,46.4,1002.3,51.1,2024,6,25,177,2.8000000000000043,0,Summer,3,Normal
Chhattisgarh,2024-06-25,46.6,0.0,39.6,42.5,50.4,18.1,966.0,46.6,2024,6,25,177,7.899999999999999,0,Summer,2,Low
Goa,2024-06-25,39.9,0.1,73.6,39.6,42.9,26.5,1016.4,39.9,2024,6,25,177,3.299999999999997,0,Summer,1,Normal
Gujarat,2024-06-25,45.5,1.0,15.0,33.2,56.9,26.7,994.3,45.5,2024,6,25,177,23.699999999999996,0,Summer,2,Low
Haryana,2024-06-25,46.6,0.0,21.1,41.4,50.8,28.3,988.8,46.6,2024,6,25,177,9.399999999999999,0,Summer,2,Low
Himachal Pradesh,2024-06-25,26.8,0.4,41.1,20.5,32.2,46.5,850.0,26.8,2024,6,25,177,11.700000000000003,1,Summer,1,Low
Jharkhand,2024-06-25,42.9,1.3,32.2,36.0,49.6,11.9,968.3,42.9,2024,6,25,177,13.600000000000001,0,Summer,2,Low
Karnataka,2024-06-25,32.0,1.6,36.8,29.8,36.6,13.0,914.2,32.0,2024,6,25,177,6.800000000000001,0,Summer,0,Low
Kerala,2024-06-25,37.9,0.1,69.0,33.0,43.5,23.9,1007.5,37.9,2024,6,25,177,10.5,0,Summer,1,Normal
Madhya Pradesh,2024-06-25,41.4,1.7,22.7,33.7,48.1,21.9,958.5,41.4,2024,6,25,177,14.399999999999999,0,Summer,2,Low
Maharashtra,2024-06-25,45.6,0.2,26.3,38.6,48.7,22.6,936.9,45.6,2024,6,25,177,10.100000000000001,0,Summer,2,Low
Manipur,2024-06-25,33.1,0.7,51.1,25.1,39.1,19.4,908.7,36.7,2024,6,25,177,14.0,0,Summer,0,Low
Meghalaya,2024-06-25,32.3,0.0,56.8,27.8,39.5,12.0,870.4,36.7,2024,6,25,177,11.7,0,Summer,0,Low
Mizoram,2024-06-25,34.5,1.0,54.4,26.1,43.5,12.4,892.2,34.5,2024,6,25,177,17.4,0,Summer,0,Low
Nagaland,2024-06-25,32.8,0.8,51.5,24.3,40.9,13.5,880.1,36.3,2024,6,25,177,16.599999999999998,0,Summer,0,Low
Odisha,2024-06-25,51.3,0.0,49.3,47.9,57.7,21.7,1002.2,51.3,2024,6,25,177,9.800000000000004,0,Summer,2,Normal
Punjab,2024-06-25,43.0,0.1,30.2,34.3,48.0,10.8,977.8,43.0,2024,6,25,177,13.700000000000003,0,Summer,2,Low
Rajasthan,2024-06-25,57.1,0.2,15.0,49.8,64.0,18.9,982.8,57.1,2024,6,25,177,14.200000000000003,0,Summer,2,Low
Sikkim,2024-06-25,18.1,0.0,53.9,6.7,29.8,36.9,850.0,18.1,2024,6,25,177,23.1,1,Summer,1,Low
Tamil Nadu,2024-06-25,42.6,0.7,75.6,37.7,45.2,15.9,1005.8,42.6,2024,6,25,177,7.5,0,Summer,2,Normal
Telangana,2024-06-25,42.5,13.9,15.0,36.9,48.3,13.9,959.7,42.5,2024,6,25,177,11.399999999999999,0,Summer,2,Low
Tripura,2024-06-25,45.3,0.4,54.3,39.3,49.8,13.0,1014.0,45.3,2024,6,25,177,10.5,0,Summer,2,Normal
Uttar Pradesh,2024-06-25,52.9,0.0,18.3,48.2,56.1,48.4,999.3,52.9,2024,6,25,177,7.899999999999999,0,Summer,3,Low
Uttarakhand,2024-06-25,34.3,0.1,44.5,26.7,44.7,42.0,864.9,37.1,2024,6,25,177,18.000000000000004,0,Summer,1,Low
West Bengal,2024-06-25,42.5,0.0,65.5,38.9,44.4,24.3,1005.6,42.5,2024,6,25,177,5.5,0,Summer,2,Normal
Andaman and Nicobar Islands,2024-06-25,32.5,0.2,87.9,30.0,34.8,31.2,1016.6,35.02777777777778,2024,6,25,177,4.799999999999997,0,Summer,1,Normal
